CNN,STREET,ST_TYPE,STREET_GC,FROM_ST,TO_ST,SPEEDLIMIT,SCHOOLZONE,SCHOOLZONE_LIMIT,MTAB_DATE,MTAB_MOTION,MTAB_RESO_TEXT,STATUS,WORKORDER,shape
12590000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.3936323487549 37.730849214547696, -122.39414688466958 37.73092198857915)"
12586000,THORNTON,AVE,,START: 1-9 BLOCK,SAN BRUNO AVE,0,,,,,,,,"LINESTRING (-122.40431564920829 37.730410739362064, -122.40469318616316 37.730313078397636)"
12602000,THORNTON,AVE,,QUINT ST,ELMIRA ST,0,,,,,,,,"LINESTRING (-122.40201296048231 37.731018980144135, -122.40285290538255 37.73079555222373)"
12589000,THORNTON,AVE,THORNTON,,,15,true,,,,,,,"LINESTRING (-122.39324905781851 37.73079500152426, -122.3936323487549 37.730849214547696)"
12593000,THORNTON,AVE,,REDDY ST,TOPEKA AVE,15,true,,,,,,,"LINESTRING (-122.3950444835206 37.731049556633984, -122.3951784384984 37.73106865964217)"
12595000,THORNTON,AVE,,NEPTUNE ST,VENUS ST,0,,,,,,,,"LINESTRING (-122.39684352222169 37.731308576743686, -122.39768347308218 37.73142959279486)"
12598000,THORNTON,AVE,,BRIDGEVIEW DR,LEDYARD ST,0,,,,,,,,"LINESTRING (-122.39941003879302 37.731698155898485, -122.40028005068889 37.731473316980406)"
12600000,THORNTON,AVE,,MERCURY ST,MERCURY ST,0,,,,,,,,"LINESTRING (-122.40111822758898 37.731253567059575, -122.40127510857025 37.7312124360744)"
12605000,THORP,LN,,CLOVER LN,END: 100-199 BLOCK,0,,,,,,,,"LINESTRING (-122.44102730837842 37.75934269865441, -122.44183983926283 37.759293503717764)"
12604000,THORP,LN,,LAMSON LN,CLOVER LN,0,,,,,,,,"LINESTRING (-122.44012735550653 37.759397179584255, -122.44102730837842 37.75934269865441)"
12609000,THRIFT,ST,,FAXON AVE,ORIZABA AVE,0,,,,,,,,"LINESTRING (-122.46021858535708 37.71743889550245, -122.46262009700145 37.71741627167918)"
12608000,THRIFT,ST,,CAPITOL AVE,FAXON AVE,0,,,,,,,,"LINESTRING (-122.45905907452885 37.717449800417135, -122.46021858535708 37.71743889550245)"
12607000,THRIFT,ST,,PLYMOUTH AVE,CAPITOL AVE,0,,,,,,,,"LINESTRING (-122.45608102697061 37.717472375198454, -122.45905907452885 37.717449800417135)"
12606000,THRIFT,ST,,SUMMIT ST,PLYMOUTH AVE,0,,,,,,,,"LINESTRING (-122.454501044205 37.717484322082406, -122.45608102697061 37.717472375198454)"
12610000,TIFFANY,AVE,,DUNCAN ST,VALENCIA ST,0,,,,,,,,"LINESTRING (-122.42034440795514 37.74648710320443, -122.42011713097939 37.74657108918093)"
12611000,TIFFANY,AVE,,DUNCAN ST,29TH ST,0,,,,,,,,"LINESTRING (-122.42034440795514 37.74648710320443, -122.42196355400377 37.74397451252953)"
12612000,TILLMAN,PL,,START: 1-99 BLOCK,GRANT AVE,0,,,,,,,,"LINESTRING (-122.40569654819946 37.78917691561858, -122.40571399418705 37.78926161461285, -122.4053237742396 37.78931136458026)"
12616000,TINGLEY,ST,,START: 290-299 BLOCK,SAN JOSE AVE,0,,,,,,,,"LINESTRING (-122.4357257254739 37.73077076962051, -122.43613370237316 37.73111566362183)"
12614000,TINGLEY,ST,,ALEMANY BLVD,CAYUGA AVE,0,,,,,,,,"LINESTRING (-122.43396126190747 37.72929855361325, -122.43460364675246 37.72980987861795, -122.43466352473492 37.72988437461614)"
12615000,TINGLEY,ST,,CAYUGA AVE,SAN JOSE AVE,0,,,,,,,,"LINESTRING (-122.43466352473492 37.72988437461614, -122.43562756849808 37.73068854662012)"
12613000,TINGLEY,ST,,MISSION ST,ALEMANY BLVD,0,,,,,,,,"LINESTRING (-122.43178759035375 37.728244526541815, -122.43381907493823 37.72921552460972, -122.43396126190747 37.72929855361325)"
12618000,TIOGA,AVE,,RUTLAND ST,DELTA ST,0,,,,,,,,"LINESTRING (-122.40559606861228 37.71658707959628, -122.40771984822804 37.71716598870309)"
12617000,TIOGA,AVE,,ALPHA ST,RUTLAND ST,0,,,,,,,,"LINESTRING (-122.40254818618715 37.71555261745986, -122.40298081510844 37.71567431448129, -122.4048126927523 37.71638804855569, -122.40559606861228 37.71658707959628)"
12620000,TOCOLOMA,AVE,,BLANKEN AVE,LATHROP AVE,0,,,,,,,,"LINESTRING (-122.39819125131737 37.71139931548579, -122.3985491433733 37.71045024459025)"
12621000,TOCOLOMA,AVE,,LATHROP AVE,END: 400-499 BLOCK,0,,,,,,,,"LINESTRING (-122.3985491433733 37.71045024459025, -122.39889315542703 37.70953795569065)"
12619000,TOCOLOMA,AVE,,START: 100-299 BLOCK,BLANKEN AVE,0,,,,,,,,"LINESTRING (-122.3970272242851 37.71318890225328, -122.39713177027441 37.713145983264425, -122.39722501428409 37.71294091028813, -122.39728930128317 37.71286608729902, -122.39761745923971 37.71281718932695, -122.39768378323815 37.71274499433771, -122.39819125131737 37.71139931548579)"
19744000,TODD,ST,,KOBBE AVE,POPE ST,0,,,,,,,,"LINESTRING (-122.47402366489969 37.798614035838305, -122.47410315187706 37.79870668983653, -122.47414750384371 37.798936861820884, -122.47420772282861 37.798989500821, -122.47427564581723 37.7990000258251, -122.47442170279867 37.798972416838026)"
12627000,TOLAND,ST,,MCKINNON AVE,NEWCOMB AVE,0,,,,,,,,"LINESTRING (-122.40041352843056 37.74219225610557, -122.40097997041632 37.74158291019717)"
12626000,TOLAND,ST,,KIRKWOOD AVE,MCKINNON AVE,0,,,,,,,,"LINESTRING (-122.39933573045089 37.74341063792654, -122.40041352843056 37.74219225610557)"
12624000,TOLAND,ST,,HUDSON AVE,JERROLD AVE,0,,,,,,,,"LINESTRING (-122.39759579148735 37.745345409640045, -122.39873374846225 37.744091117826486)"
12622000,TOLAND,ST,,EVANS AVE,GALVEZ AVE,0,,,,,,,,"LINESTRING (-122.39599540550559 37.74725740536563, -122.3960274745221 37.74707355538314, -122.3970296284999 37.74596928254732)"
12625000,TOLAND,ST,,JERROLD AVE,KIRKWOOD AVE,0,,,,,,,,"LINESTRING (-122.39873374846225 37.744091117826486, -122.39933573045089 37.74341063792654)"
12628000,TOLAND,ST,,NEWCOMB AVE,OAKDALE AVE,0,,,,,,,,"LINESTRING (-122.40097997041632 37.74158291019717, -122.40154249240456 37.7409569852898)"
12623000,TOLAND,ST,,GALVEZ AVE,HUDSON AVE,0,,,,,,,,"LINESTRING (-122.3970296284999 37.74596928254732, -122.39759579148735 37.745345409640045)"
12629000,TOLEDO,WAY,,MALLORCA WAY,PIERCE ST,0,,,,,,,,"LINESTRING (-122.43746709301301 37.801569855921876, -122.43798423894323 37.801505586964964, -122.43818545392219 37.801427979986016, -122.43839536590691 37.80128968501274, -122.43855228789376 37.801201034031514, -122.43883816086179 37.80110844506005, -122.43958511576146 37.80101184012261)"
12630000,TOMASO,CT,TOMASO,,,15,true,,,,,,,"LINESTRING (-122.4095705487658 37.710104268420736, -122.41005013881512 37.70905477154229)"
12630000,TOMASO,CT,,SUNNYDALE AVE,END: 2-98 BLOCK,15,true,,,,,,,"LINESTRING (-122.4095705487658 37.710104268420736, -122.41005013881512 37.70905477154229)"
12642000,TOMPKINS,AVE,,BRADFORD ST,PERALTA AVE,0,,,,,,,,"LINESTRING (-122.40974862865207 37.736853454226335, -122.40912526774935 37.73681782918385)"
12640000,TOMPKINS,AVE,,PUTNAM ST,BRONTE ST,0,,,,,,,,"LINESTRING (-122.41098487945911 37.73692409531057, -122.41036372955607 37.73688860426823)"
12636000,TOMPKINS,AVE,TOMPKINS,,,15,true,,,,,,,"LINESTRING (-122.41346438707228 37.73706496947965, -122.41284436216904 37.73702974643737)"
12639000,TOMPKINS,AVE,,NEVADA ST,PUTNAM ST,0,,,,,,,,"LINESTRING (-122.41160529636235 37.7369593493529, -122.41098487945911 37.73692409531057)"
12631000,TOMPKINS,AVE,,ANDOVER ST,MOULTRIE ST,0,,,,,,,,"LINESTRING (-122.41659934658327 37.737243006693426, -122.41594178268583 37.73720567064859)"
12635000,TOMPKINS,AVE,TOMPKINS,,,15,true,,,,,,,"LINESTRING (-122.41409024297467 37.73710051952233, -122.41346438707228 37.73706496947965)"
12638000,TOMPKINS,AVE,,PRENTISS ST,NEVADA ST,15,true,,,,,,,"LINESTRING (-122.41222618226547 37.73699462739521, -122.41160529636235 37.7369593493529)"
12636000,TOMPKINS,AVE,,FOLSOM ST,BANKS ST,15,true,,,,,,,"LINESTRING (-122.41346438707228 37.73706496947965, -122.41284436216904 37.73702974743736)"
12633000,TOMPKINS,AVE,,ANDERSON ST,ELLSWORTH ST,0,,,,,,,,"LINESTRING (-122.41532467078214 37.737170627606496, -122.41470940587807 37.73713568556452)"
12634000,TOMPKINS,AVE,,ELLSWORTH ST,GATES ST,0,,,,,,,,"LINESTRING (-122.41470940587807 37.73713568556452, -122.41409024297467 37.73710051952233)"
12641000,TOMPKINS,AVE,,BRONTE ST,BRADFORD ST,0,,,,,,,,"LINESTRING (-122.41036372955607 37.73688860426823, -122.40974862865207 37.736853454226335)"
12635000,TOMPKINS,AVE,,GATES ST,FOLSOM ST,15,true,,,,,,,"LINESTRING (-122.41409024297467 37.73710051952233, -122.41346438707228 37.73706496947965)"
12637000,TOMPKINS,AVE,TOMPKINS,,,15,true,,,,,,,"LINESTRING (-122.41284436216904 37.73702974643737, -122.41222618226547 37.73699462739521)"
12632000,TOMPKINS,AVE,,MOULTRIE ST,ANDERSON ST,0,,,,,,,,"LINESTRING (-122.41594178268583 37.73720567064859, -122.41532467078214 37.737170627606496)"
12637000,TOMPKINS,AVE,,BANKS ST,PRENTISS ST,15,true,,,,,,,"LINESTRING (-122.41284436216904 37.73702974743736, -122.41222618226547 37.73699462739521)"
12638000,TOMPKINS,AVE,TOMPKINS,,,15,true,,,,,,,"LINESTRING (-122.41222618226547 37.73699462739521, -122.41160529636235 37.736959350352876)"
12643000,TONQUIN,ST,,HYDE ST,LEAVENWORTH ST,0,,,,,,,,"LINESTRING (-122.42091343567878 37.8085179451398, -122.41927023389978 37.80872915600221)"
12646000,TOPAZ,WAY,,ONIQUE LN,GOLD MINE DR,0,,,,,,,,"LINESTRING (-122.43803104607514 37.739898297036625, -122.4381723100398 37.74002136903674, -122.43844608593689 37.740557646012554, -122.43864756689557 37.74065538401918)"
12645000,TOPAZ,WAY,,ORA WAY,ONIQUE LN,0,,,,,,,,"LINESTRING (-122.43748179114843 37.73997364799034, -122.43763944413654 37.7398724720102, -122.43782117411227 37.73984777102551, -122.43803104607514 37.739898297036625)"
12644000,TOPAZ,WAY,,GOLD MINE DR,ORA WAY,0,,,,,,,,"LINESTRING (-122.4380625247333 37.74281456879874, -122.43696534297605 37.74213177577498, -122.43670385103772 37.741936134772025, -122.43650954609944 37.74165343678117, -122.43642016215009 37.74133077280122, -122.43642317619204 37.74096365283166, -122.43652812619627 37.74079184085343, -122.43677957117592 37.74064295288409, -122.43707973415464 37.74043898092274, -122.43748179114843 37.73997364799034)"
12647000,TOPEKA,AVE,,SILVER AVE,QUINT ST,0,,,,,,,,"LINESTRING (-122.4009391871534 37.73525645271621, -122.3999223884211 37.73425485072475, -122.39963208248712 37.73405929471974, -122.39936667853911 37.73395277470923)"
12649000,TOPEKA,AVE,,MADDUX AVE,BRIDGEVIEW DR,0,,,,,,,,"LINESTRING (-122.39857142769486 37.73363390567761, -122.39767626487037 37.733273173642175)"
12650000,TOPEKA,AVE,,BRIDGEVIEW DR,APOLLO ST,0,,,,,,,,"LINESTRING (-122.39767626487037 37.733273173642175, -122.39758759188788 37.733235745638815, -122.39706433502197 37.732752441640585, -122.3968521710702 37.73260923663693)"
12648000,TOPEKA,AVE,,QUINT ST,MADDUX AVE,0,,,,,,,,"LINESTRING (-122.39936667853911 37.73395277470923, -122.39857142769486 37.73363390567761)"
12652000,TOPEKA,AVE,,NEWHALL ST,THORNTON AVE,0,,,,,,,,"LINESTRING (-122.39571295832167 37.731906829611916, -122.39557313435424 37.73180600361005, -122.39533306642274 37.73152335461592, -122.39523053946708 37.731272588629125, -122.3951784384984 37.73106865964217)"
12651000,TOPEKA,AVE,,APOLLO ST,NEWHALL ST,0,,,,,,,,"LINESTRING (-122.3968521710702 37.73260923663693, -122.39647851914877 37.73241287362593, -122.39620697220217 37.732302380615245, -122.39586170228705 37.73201408661392, -122.39571295832167 37.731906829611916)"
19745000,TORNEY,AVE,,OREILLY AVE,KENNEDY AVE,0,,,,,,,,"LINESTRING (-122.45113675920538 37.79955887508686, -122.45169414109732 37.799772937110035)"
19746000,TORNEY,AVE,,KENNEDY AVE,LINCOLN BLVD,0,,,,,,,,"LINESTRING (-122.45169414109732 37.799772937110035, -122.45240386795827 37.80005762113857, -122.45274701191562 37.79998412016968, -122.45286046890068 37.79996683817939)"
12653000,TOUCHARD,ST,,PINE ST,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.41469201771773 37.790357863178755, -122.4146298537653 37.79002800420138)"
12655000,TOWNSEND,ST,,COLIN P KELLY JR ST,02ND ST,25,,,,,,,,"LINESTRING (-122.38974034850908 37.78121576010871, -122.39051402146458 37.78060181021582)"
12661000,TOWNSEND,ST,,CLYDE ST,LUSK ST,25,,,,,,,,"LINESTRING (-122.39352336328996 37.77822545363148, -122.39384407527136 37.77797218667576)"
12660000,TOWNSEND,ST,,RITCH ST,CLYDE ST,25,,,,,,,,"LINESTRING (-122.39327378530446 37.77842254359704, -122.39352336328996 37.77822545363148)"
12654000,TOWNSEND,ST,,THE EMBARCADERO,COLIN P KELLY JR ST,25,,,,,,,,"LINESTRING (-122.38829285665872 37.78179328895538, -122.38876694059078 37.78176717699217, -122.38915523754694 37.78164451203064, -122.38937674553003 37.78150450505838, -122.38974034850908 37.78121576010871)"
12663000,TOWNSEND,ST,,04TH ST,05TH ST,25,,,,,,,,"LINESTRING (-122.39496826920613 37.777084385831046, -122.39719309707708 37.77532729813837)"
12667000,TOWNSEND,ST,,08TH ST,DIVISION ST,25,,,,,,,,"LINESTRING (-122.4038644876901 37.77005792105967, -122.40407018567018 37.76996449908243, -122.40437816864956 37.769744575123)"
12657000,TOWNSEND,ST,,STANFORD ST,CLARENCE PL,25,,,,,,,,"LINESTRING (-122.39105137343338 37.78017750329005, -122.39219744536689 37.77927250744836)"
12659000,TOWNSEND,ST,,03RD ST,RITCH ST,25,,,,,,,,"LINESTRING (-122.39273657533562 37.77884677052284, -122.39327378530446 37.77842254359704)"
12656000,TOWNSEND,ST,,02ND ST,STANFORD ST,25,,,,,,,,"LINESTRING (-122.39051402146458 37.78060181021582, -122.39105137343338 37.78017750329005)"
12666000,TOWNSEND,ST,,07TH ST,08TH ST,25,,,,,,,,"LINESTRING (-122.40164346881893 37.77181218075295, -122.4038644876901 37.77005792105967)"
12665000,TOWNSEND,ST,,06TH ST,07TH ST,25,,,,,,,,"LINESTRING (-122.3994199189479 37.77356851044591, -122.40164346881893 37.77181218075295)"
12658000,TOWNSEND,ST,,CLARENCE PL,03RD ST,25,,,,,,,,"LINESTRING (-122.39219744536689 37.77927250744836, -122.39273657533562 37.77884677052284)"
12662000,TOWNSEND,ST,,LUSK ST,04TH ST,25,,,,,,,,"LINESTRING (-122.39384407527136 37.77797218667576, -122.39496826920613 37.777084385831046)"
12664000,TOWNSEND,ST,,05TH ST,06TH ST,25,,,,,,,,"LINESTRING (-122.39719309707708 37.77532729813837, -122.3994199189479 37.77356851044591)"
12668000,TOYON,LN,,SOUTH HILL BLVD,BALTIMORE WAY,0,,,,,,,,"LINESTRING (-122.43022482674961 37.70950214197329, -122.43126937257814 37.70963645003826)"
12670000,TRADER VIC,ALY,,POST ST,COSMO PL,0,,,,,,,,"LINESTRING (-122.4123303963692 37.78778539221791, -122.41239146832572 37.78808174619798)"
12671000,TRAINOR,ST,,13TH ST,14TH ST,0,,,,,,,,"LINESTRING (-122.41448122416415 37.76953083287813, -122.4145281582336 37.76887049393595, -122.41452685726547 37.768597250958386)"
12673000,TRANSVERSE,DR,,MIDDLE WEST DR,OVERLOOK DR,0,,,,,,,,"LINESTRING (-122.47967214663723 37.76775716578362, -122.4791483976142 37.76862966867377, -122.4790724046033 37.768821412652485, -122.47904126058823 37.768991811636184, -122.47907626955768 37.76921000462084, -122.47915571752485 37.76939141661175, -122.47921744350114 37.769516500605995, -122.47945033042521 37.76987202759384)"
12675000,TRANSVERSE,DR,,JOHN F KENNEDY DR,CROSSOVER DR,0,,,,,,,,"LINESTRING (-122.4798822042891 37.77049093957454, -122.48000909125577 37.7706151265736, -122.48022727319143 37.77088944156702, -122.48043380813711 37.771091882565486, -122.4806358670889 37.771248068567395, -122.48085973404136 37.77137042757374, -122.48106966900001 37.771456985581935, -122.48145284192721 37.771592108598824, -122.48159468189591 37.771679810602016, -122.48177213084585 37.771883063598274)"
12672000,TRANSVERSE,DR,,MIDDLE WEST DR,MARTIN LUTHER KING JR DR,0,,,,,,,,"LINESTRING (-122.47967214663723 37.76775716578362, -122.4795892466693 37.76758641179165, -122.47942472372792 37.76729270180375, -122.47913076681832 37.766891182815215, -122.47886218289935 37.7665370548247, -122.47864497695902 37.76630160882815, -122.47828095704537 37.76602473782432, -122.47824573906374 37.76591175083101)"
12674000,TRANSVERSE,DR,,OVERLOOK DR,JOHN F KENNEDY DR,0,,,,,,,,"LINESTRING (-122.47945033042521 37.76987202759384, -122.4798822042891 37.77049093957454)"
12676000,TREASURY,PL,,BUSH ST,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.40111669065843 37.79112304612361, -122.40121774458932 37.7915882270927)"
12682000,TREAT,AVE,,HARRISON ST,17TH ST,0,,,,,,,,"LINESTRING (-122.41309202884527 37.76544266411349, -122.4132266038592 37.76514880614754, -122.41357435596134 37.763818263282495)"
12687000,TREAT,AVE,TREAT,,,15,true,,,,,,,"LINESTRING (-122.41343364073018 37.7573585198045, -122.41328083693789 37.75576097092501)"
12686000,TREAT,AVE,TREAT,,,15,true,,,,,,,"LINESTRING (-122.41358653652235 37.75895685568398, -122.41343364073018 37.7573585198045)"
12691000,TREAT,AVE,,25TH ST,26TH ST,0,,,,,,,,"LINESTRING (-122.4128253435611 37.75096314628724, -122.41267398176856 37.749364880407924)"
12680000,TREAT,AVE,,ALABAMA ST,15TH ST,0,,,,,,,,"LINESTRING (-122.41259762467703 37.76753339790519, -122.41281674173551 37.766745990986045)"
12690000,TREAT,AVE,,24TH ST,25TH ST,0,,,,,,,,"LINESTRING (-122.41298196335202 37.75256781316639, -122.4128253435611 37.75096314628724)"
12684000,TREAT,AVE,,19TH ST,MISTRAL ST,0,,,,,,,,"LINESTRING (-122.41374226731357 37.76055950356323, -122.41368750038804 37.75998699760646)"
12677000,TREAT,AVE,,BRYANT ST,FLORIDA ST,0,,,,,,,,"LINESTRING (-122.41080058177018 37.769048509649195, -122.41150154569092 37.76882808671849, -122.41174561667067 37.76868783674791)"
12688000,TREAT,AVE,,22ND ST,23RD ST,0,,,,,,,,"LINESTRING (-122.4132808359379 37.75576096992502, -122.41312767614608 37.75415963804581)"
12681000,TREAT,AVE,,15TH ST,HARRISON ST,0,,,,,,,,"LINESTRING (-122.41281674173551 37.766745990986045, -122.41302484379099 37.76599814306282, -122.41309202884527 37.76544266411349)"
12678000,TREAT,AVE,,FLORIDA ST,ALAMEDA ST,0,,,,,,,,"LINESTRING (-122.41174561667067 37.76868783674791, -122.41192202765603 37.768586465769104, -122.4122041836395 37.76836515080795, -122.41241097064294 37.768068659847444)"
12689000,TREAT,AVE,,23RD ST,24TH ST,0,,,,,,,,"LINESTRING (-122.41312767614608 37.75415963804581, -122.41298196335202 37.75256781316639)"
19747000,TREAT,LN,,PERSHING DR,END: 0-0 BLOCK,0,,,,,,,,"LINESTRING (-122.48005721776735 37.79200398982182, -122.48014266476885 37.79188160883814, -122.48013922878827 37.7917189068512)"
12683000,TREAT,AVE,,17TH ST,18TH ST,0,,,,,,,,"LINESTRING (-122.41357435596134 37.763818263282495, -122.41401856808783 37.76215257545221)"
12685000,TREAT,AVE,,MISTRAL ST,END: 650-699 BLOCK,0,,,,,,,,"LINESTRING (-122.41368750038804 37.75998699760646, -122.41366974041463 37.75977973462223)"
12687000,TREAT,AVE,,21ST ST,22ND ST,15,true,,,,,,,"LINESTRING (-122.41343364073018 37.7573585198045, -122.4132808359379 37.75576096992502)"
12679000,TREAT,AVE,,ALAMEDA ST,ALABAMA ST,0,,,,,,,,"LINESTRING (-122.41241097064294 37.768068659847444, -122.41259762467703 37.76753339790519)"
12686000,TREAT,AVE,,20TH ST,21ST ST,15,true,,,,,,,"LINESTRING (-122.41358653652235 37.75895685568398, -122.41343364073018 37.7573585198045)"
12692000,TREAT,AVE,,PRECITA AVE,END: 1500-1699 BLOCK,0,,,,,,,,"LINESTRING (-122.41253383908382 37.74682005860747, -122.41231615937758 37.74456046477789)"
12694000,TRENTON,ST,,JACKSON ST,PACIFIC AVE,0,,,,,,,,"LINESTRING (-122.40906230493738 37.79571517932631, -122.40923824080909 37.79659364126687)"
12693000,TRENTON,ST,,WASHINGTON ST,END: 1-49 BLOCK,0,,,,,,,,"LINESTRING (-122.40888627206576 37.79483606538581, -122.4089759680013 37.79527601935616)"
12695000,TRINITY,ST,,SUTTER ST,BUSH ST,0,,,,,,,,"LINESTRING (-122.40251946458007 37.78999059431939, -122.4027109014436 37.79092013625684)"
12696000,TROY,ALY,,HYDE ST,END: 1-99 BLOCK,0,,,,,,,,"LINESTRING (-122.41765243704604 37.79233298623263, -122.41870878190369 37.79219898732083)"
